df_paper_title,df_title_url
Scoping and Aligning CRM Strategy in Higher Education Institutions: Practical Steps,https://pureportal.coventry.ac.uk/en/publications/scoping-and-aligning-crm-strategy-in-higher-education-institution
Should responsible management education become a priority? A qualitative study of academics in Egyptian public business schools,https://pureportal.coventry.ac.uk/en/publications/should-responsible-management-education-become-a-priority-a-quali
A system dynamic model of student enrolment at the private higher education sector in Syria,https://pureportal.coventry.ac.uk/en/publications/a-system-dynamic-model-of-student-enrolment-at-the-private-higher
Do flexible admission systems affect student enrollment? Evidence from UK universities,https://pureportal.coventry.ac.uk/en/publications/do-flexible-admission-systems-affect-student-enrollment-evidence-
"Inclusive/exclusive talent management, responsible leadership and organizational downsizing: A study of academics in Egyptian public business schools",https://pureportal.coventry.ac.uk/en/publications/inclusiveexclusive-talent-management-responsible-leadership-and-o
Multi Academy Trusts in England: A scenario of cooperation with universities,https://pureportal.coventry.ac.uk/en/publications/multi-academy-trusts-in-england-a-scenario-of-cooperation-with-un
"Organizational learning, authentic leadership and individual-level resistance to change: A study of Egyptian academics",https://pureportal.coventry.ac.uk/en/publications/organizational-learning-authentic-leadership-and-individual-level
Responsible management education in Egyptian public business schools: Are academics ready?,https://pureportal.coventry.ac.uk/en/publications/responsible-management-education-in-egyptian-public-business-scho
Talent management practices: perceptions of academics in Egyptian public business schools,https://pureportal.coventry.ac.uk/en/publications/talent-management-practices-perceptions-of-academics-in-egyptian-
"Transformational leadership, organizational justice and organizational outcomes: A study from the higher education sector in Syria",https://pureportal.coventry.ac.uk/en/publications/transformational-leadership-organizational-justice-and-organizati
Competitor analysis in Egyptian private higher education sector,https://pureportal.coventry.ac.uk/en/publications/competitor-analysis-in-egyptian-private-higher-education-sector
The employability skills of business graduates in Syria: Do policymakers and employers speak the same language?,https://pureportal.coventry.ac.uk/en/publications/the-employability-skills-of-business-graduates-in-syria-do-policy
Leadership styles at Syrian higher education: What matters for organizational learning at public and private universities?,https://pureportal.coventry.ac.uk/en/publications/leadership-styles-at-syrian-higher-education-what-matters-for-org
Leadership Styles at Syrian Universities and the Differences Caused by Sector and Follower Characteristics,https://pureportal.coventry.ac.uk/en/publications/leadership-styles-at-syrian-universities-and-the-differences-caus
"The relationship between student's MBTI, preferences and academic performance at a Syrian university",https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-students-mbti-preferences-and-academic-p
A model of re-evaluating international partnerships in universities: a UK example,https://pureportal.coventry.ac.uk/en/publications/a-model-of-re-evaluating-international-partnerships-in-universiti
Student needs and motives when attending a university: Exploring the Syrian case,https://pureportal.coventry.ac.uk/en/publications/student-needs-and-motives-when-attending-a-university-exploring-t
Is it because of partners or partnerships? An investigation into the main obstacles of developing international partnerships in four UK universities,https://pureportal.coventry.ac.uk/en/publications/is-it-because-of-partners-or-partnerships-an-investigation-into-t
Marketing motivations of CSR: The case of the Syrian private sector,https://pureportal.coventry.ac.uk/en/publications/marketing-motivations-of-csr-the-case-of-the-syrian-private-secto
Questioning the Role of Internationalization in the Nationalization of Higher Education: The Impact of the EU TEMPUS Programme on Higher Education in Syria,https://pureportal.coventry.ac.uk/en/publications/questioning-the-role-of-internationalization-in-the-nationalizati
"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities",https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st
Understanding consumer buyer behaviour in the EFL market: A case study of a leading provider in Syria,https://pureportal.coventry.ac.uk/en/publications/understanding-consumer-buyer-behaviour-in-the-efl-market-a-case-s
Book Review for The Rise of the City: Spatial Dynamics in the Urban Century,https://pureportal.coventry.ac.uk/en/publications/book-review-for-the-rise-of-the-city-spatial-dynamics-in-the-urba
The immune receptor FcR chain mediates CD36-oxidized low-density lipoprotein-induced platelet activation and thrombosis,https://pureportal.coventry.ac.uk/en/publications/the-immune-receptor-fcr-chain-mediates-cd36-oxidized-low-density-
CD81 extracted in SMALP nanodiscs comprises two distinct protein populations within a lipid environment enriched with negatively charged headgroups,https://pureportal.coventry.ac.uk/en/publications/cd81-extracted-in-smalp-nanodiscs-comprises-two-distinct-protein-
Revisiting leadership in information and communication technology (ICT)-enabled activism: A study of Egypt’s grassroots human rights groups,https://pureportal.coventry.ac.uk/en/publications/revisiting-leadership-in-information-and-communication-technology
HRM operational models and practices to enable strategic agility in PBOs: Managing paradoxical tensions,https://pureportal.coventry.ac.uk/en/publications/hrm-operational-models-and-practices-to-enable-strategic-agility-
Sustainable Supply Chain Management in Iranian Manufacturing Companies,https://pureportal.coventry.ac.uk/en/publications/sustainable-supply-chain-management-in-iranian-manufacturing-comp
Response of reciprocally supported advanced FRP composite jointed frames - Part 1: Experimental study,https://pureportal.coventry.ac.uk/en/publications/response-of-reciprocally-supported-advanced-frp-composite-jointed
Geological and Geotechnical Characteristics of London Clay from the Isle of Sheppey,https://pureportal.coventry.ac.uk/en/publications/geological-and-geotechnical-characteristics-of-london-clay-from-t
Creep and consolidation of a stiff clay under saturated and unsaturated conditions,https://pureportal.coventry.ac.uk/en/publications/creep-and-consolidation-of-a-stiff-clay-under-saturated-and-unsat
A CRS oedometer cell for unsaturated and non-isothermal tests,https://pureportal.coventry.ac.uk/en/publications/a-crs-oedometer-cell-for-unsaturated-and-non-isothermal-tests
Rate-dependency and Stress-Relaxation of Unsaturated Clays,https://pureportal.coventry.ac.uk/en/publications/rate-dependency-and-stress-relaxation-of-unsaturated-clays
Cavitation in high-capacity tensiometers: effect of water reservoir surface roughness,https://pureportal.coventry.ac.uk/en/publications/cavitation-in-high-capacity-tensiometers-effect-of-water-reservoi
Creep analysis of an earth embankment on soft soil deposit with and without PVD improvement,https://pureportal.coventry.ac.uk/en/publications/creep-analysis-of-an-earth-embankment-on-soft-soil-deposit-with-a
An experimental investigation of the independent effect of suction and degree of saturation on very small-strain stiffness of unsaturated sand,https://pureportal.coventry.ac.uk/en/publications/an-experimental-investigation-of-the-independent-effect-of-suctio
An Experimental study of the initial volumetric strain rate effect on the creep behaviour of reconstituted clays,https://pureportal.coventry.ac.uk/en/publications/an-experimental-study-of-the-initial-volumetric-strain-rate-effec
A methodology for reactive transport modelling and geomechanical investigation of wellbores in CO2 storage sites,https://pureportal.coventry.ac.uk/en/publications/a-methodology-for-reactive-transport-modelling-and-geomechanical-
Deformation bands in high-porosity sandstones: do they help or hinder CO2 migration and storage in geological formations?,https://pureportal.coventry.ac.uk/en/publications/deformation-bands-in-high-porosity-sandstones-do-they-help-or-hin
Parametric study on the integrity of wellbores in CO2 storage sites,https://pureportal.coventry.ac.uk/en/publications/parametric-study-on-the-integrity-of-wellbores-in-co2-storage-sit
Prediction of the lifespan of cement at a specific depth based on the coupling of geomechanical and geochemical processes for CO2 storage,https://pureportal.coventry.ac.uk/en/publications/prediction-of-the-lifespan-of-cement-at-a-specific-depth-based-on
A review of oil well cement alteration in CO2-rich environments,https://pureportal.coventry.ac.uk/en/publications/a-review-of-oil-well-cement-alteration-in-co2-rich-environments
Gamification of warehousing: exploring perspectives of warehouse managers in the UK,https://pureportal.coventry.ac.uk/en/publications/gamification-of-warehousing-exploring-perspectives-of-warehouse-m
Environmental Sustainability in the Follow-Up and Evaluation Stage of Logistics Services Purchasing: Perspectives from UK Shippers and 3PLs,https://pureportal.coventry.ac.uk/en/publications/environmental-sustainability-in-the-follow-up-and-evaluation-stag
The human chain in logistics and supply chain management research and practice,https://pureportal.coventry.ac.uk/en/publications/the-human-chain-in-logistics-and-supply-chain-management-research
"RFID in the warehouse: a literature analysis (1995-2010) of its applications, benefits, challenges and future trends",https://pureportal.coventry.ac.uk/en/publications/rfid-in-the-warehouse-a-literature-analysis-1995-2010-of-its-appl
